1,"n/a","2009-08-07 11:55:19","2009-08-07 11:55:19","2009-08-18 21:55:00","","","","open","na",0,0,"Default",0
2,"n/a","2009-08-07 11:55:24","2009-08-07 11:55:24","2009-08-07 13:11:00","no","","","closed","terminated",1,1,"Accomidation",0
3,"n/a","2009-08-07 11:56:39","2009-08-07 11:56:39","2009-08-07 11:56:39","","","","open","na",0,0,"Default",0
4,"n/a","2009-08-07 11:56:43","2009-08-07 11:56:43","2009-08-07 14:23:00","no","","","closed","terminated",1,1,"Accomidation",0
5,"n/a","2009-08-07 11:59:01","2009-08-07 11:59:01","2009-08-07 22:20:00","","","","open","na",0,0,"Default",0
6,"n/a","2009-08-07 11:59:05","2009-08-07 11:59:05","2009-08-07 14:23:00","no","","","closed","terminated",1,1,"Accomidation",0
7,"n/a","2009-08-07 12:59:35","2009-08-07 12:59:35","2009-08-07 12:59:35","","","","open","na",0,0,"Default",0
8,"n/a","2009-08-07 12:59:39","2009-08-07 12:59:39","2009-08-07 14:23:00","no","","","closed","terminated",1,1,"Accomidation",0
9,"n/a","2009-08-07 13:37:32","2009-08-07 13:37:32","2009-08-07 13:37:32","","","","open","na",0,0,"Default",0
10,"n/a","2009-08-07 13:37:39","2009-08-07 13:37:39","2009-08-07 14:23:00","no","","","closed","terminated",1,1,"Accomidation",0
11,"n/a","2009-08-07 13:50:46","2009-08-07 13:50:46","2009-08-07 13:50:46","","","","open","na",0,0,"Default",0
12,"n/a","2009-08-07 13:50:51","2009-08-07 13:50:51","2009-08-07 13:50:51","","","","open","accom",1,1,"Accomidation",0
13,"n/a","2009-08-07 14:08:11","2009-08-07 14:08:11","2009-08-07 14:08:11","","","","open","na",0,0,"Default",0
14,"n/a","2009-08-07 14:08:16","2009-08-07 14:08:16","2009-08-07 14:09:00","no","","","closed","terminated",1,1,"Support",0
15,"n/a","2009-08-07 14:10:21","2009-08-07 14:10:21","2009-08-07 14:23:00","no","","","closed","terminated",1,1,"Accomidation",0
16,"n/a","2009-08-07 14:22:48","2009-08-07 14:22:48","2009-08-07 14:22:48","","","","open","na",0,0,"Default",0
17,"n/a","2009-08-07 14:22:54","2009-08-07 14:22:54","2009-08-07 14:23:00","no","","","open","supported",1,1,"Support",0
18,"n/a","2009-08-07 21:29:41","2009-08-07 21:29:41","2009-08-17 21:50:00","no","","","open","supported",1,1,"Support",0
